"stringency_index","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","population","stringency_index:population_density","stringency_index:median_age","stringency_index:aged_65_older","stringency_index:aged_70_older","stringency_index:gdp_per_capita","stringency_index:extreme_poverty","stringency_index:cardiovasc_death_rate","stringency_index:diabetes_prevalence","stringency_index:female_smokers","stringency_index:male_smokers","stringency_index:handwashing_facilities","stringency_index:hospital_beds_per_thousand","stringency_index:life_expectancy","stringency_index:human_development_index","stringency_index:population","population_density:median_age","population_density:aged_65_older","population_density:aged_70_older","population_density:gdp_per_capita","population_density:extreme_poverty","population_density:cardiovasc_death_rate","population_density:diabetes_prevalence","population_density:female_smokers","population_density:male_smokers","population_density:handwashing_facilities","population_density:hospital_beds_per_thousand","population_density:life_expectancy","population_density:human_development_index","population_density:population","median_age:aged_65_older","median_age:aged_70_older","median_age:gdp_per_capita","median_age:extreme_poverty","median_age:cardiovasc_death_rate","median_age:diabetes_prevalence","median_age:female_smokers","median_age:male_smokers","median_age:handwashing_facilities","median_age:hospital_beds_per_thousand","median_age:life_expectancy","median_age:human_development_index","median_age:population","aged_65_older:aged_70_older","aged_65_older:gdp_per_capita","aged_65_older:extreme_poverty","aged_65_older:cardiovasc_death_rate","aged_65_older:diabetes_prevalence","aged_65_older:female_smokers","aged_65_older:male_smokers","aged_65_older:handwashing_facilities","aged_65_older:hospital_beds_per_thousand","aged_65_older:life_expectancy","aged_65_older:human_development_index","aged_65_older:population","aged_70_older:gdp_per_capita","aged_70_older:extreme_poverty","aged_70_older:cardiovasc_death_rate","aged_70_older:diabetes_prevalence","aged_70_older:female_smokers","aged_70_older:male_smokers","aged_70_older:handwashing_facilities","aged_70_older:hospital_beds_per_thousand","aged_70_older:life_expectancy","aged_70_older:human_development_index","aged_70_older:population","gdp_per_capita:extreme_poverty","gdp_per_capita:cardiovasc_death_rate","gdp_per_capita:diabetes_prevalence","gdp_per_capita:female_smokers","gdp_per_capita:male_smokers","gdp_per_capita:handwashing_facilities","gdp_per_capita:hospital_beds_per_thousand","gdp_per_capita:life_expectancy","gdp_per_capita:human_development_index","gdp_per_capita:population","extreme_poverty:cardiovasc_death_rate","extreme_poverty:diabetes_prevalence","extreme_poverty:female_smokers","extreme_poverty:male_smokers","extreme_poverty:handwashing_facilities","extreme_poverty:hospital_beds_per_thousand","extreme_poverty:life_expectancy","extreme_poverty:human_development_index","extreme_poverty:population","cardiovasc_death_rate:diabetes_prevalence","cardiovasc_death_rate:female_smokers","cardiovasc_death_rate:male_smokers","cardiovasc_death_rate:handwashing_facilities","cardiovasc_death_rate:hospital_beds_per_thousand","cardiovasc_death_rate:life_expectancy","cardiovasc_death_rate:human_development_index","cardiovasc_death_rate:population","diabetes_prevalence:female_smokers","diabetes_prevalence:male_smokers","diabetes_prevalence:handwashing_facilities","diabetes_prevalence:hospital_beds_per_thousand","diabetes_prevalence:life_expectancy","diabetes_prevalence:human_development_index","diabetes_prevalence:population","female_smokers:male_smokers","female_smokers:handwashing_facilities","female_smokers:hospital_beds_per_thousand","female_smokers:life_expectancy","female_smokers:human_development_index","female_smokers:population","male_smokers:handwashing_facilities","male_smokers:hospital_beds_per_thousand","male_smokers:life_expectancy","male_smokers:human_development_index","male_smokers:population","handwashing_facilities:hospital_beds_per_thousand","handwashing_facilities:life_expectancy","handwashing_facilities:human_development_index","handwashing_facilities:population","hospital_beds_per_thousand:life_expectancy","hospital_beds_per_thousand:human_development_index","hospital_beds_per_thousand:population","life_expectancy:human_development_index","life_expectancy:population","human_development_index:population","location","iso_code","total_cases.y","continent_Africa","continent_Asia","continent_Europe","continent_North_America","continent_Oceania","continent_South_America"
81,143,23,3,2,1981,2,434,22,35,58,48,1,68,0,131237,11708,1890,317,180,161422,203,35415,1846,2925,4799,3972,154,5570,51,10693190,3333,559,317,284690,359,62460,3256,5158,8463,7005,273,9824,90,18858888,90,51,45962,58,10084,525,832,1366,1131,44,1586,14,3044698,8,7716,9,1692,88,139,229,189,7,266,2,511168,4378,5,960,50,79,130,107,4,151,1,290033,4952,861112,44892,71122,116688,96586,3764,135449,1248,259997820,1086,56,89,147,121,4,170,1,328092,9849,15604,25601,21190,825,29717,273,57043080,813,1334,1104,43,1549,14,2973830,2114,1750,68,2454,22,4711408,2871,111,4026,37,7729859,92,3333,30,6398197,129,1,249350,43,8972673,82679,"Kiribati","KIR",5085,0,0,0,0,1,0
27,232,33,2,1,65530,2,132,15,2,37,48,2,75,0,4268886,6448,936,65,30,1820438,69,3673,440,75,1027,1354,55,2097,22,118589653,7822,544,258,15211472,580,30695,3676,626,8588,11316,464,17523,187,990927969,79,37,2208379,84,4456,533,90,1246,1642,67,2544,27,143861458,2,153669,5,310,37,6,86,114,4,177,1,10010537,73001,2,147,17,3,41,54,2,84,0,4755539,163826,8665430,1038003,176932,2424629,3194810,131061,4946900,52817,NA,330,39,6,92,121,5,188,2,10672215,2094,357,4892,6446,264,9982,106,564496140,42,586,772,31,1195,12,67619154,99,131,5,203,2,11525992,1803,74,2793,29,157948782,97,3680,39,208120999,150,1,8537772,60,322258204,3440722,"Kuwait","KWT",667290,0,1,0,0,0,0
57,32,26,4,2,3393,1,436,7,3,50,89,4,71,0,6630621,1856,1509,257,165,194819,80,25051,408,206,2899,5122,258,4101,40,380663951,850,145,93,109721,45,14108,229,116,1632,2884,145,2310,22,214387868,118,75,89248,36,11476,186,94,1328,2346,118,1879,18,174385332,12,15233,6,1958,31,16,226,400,20,320,3,29764857,9779,4,1257,20,10,145,257,12,205,2,19109449,4750,1480783,24127,12216,171370,302765,15270,242463,2365,NA,610,9,5,70,124,6,100,0,9282869,3102,1570,22036,38932,1963,31178,304,NA,25,359,634,31,508,4,47143715,181,321,16,257,2,23870235,4505,227,3608,35,334846360,401,6374,62,591584005,321,3,29837794,49,473757870,4621542,"Kyrgyzstan","KGZ",88953,0,1,0,0,0,0
28,29,24,4,2,6397,22,368,4,7,51,49,1,67,0,7529477,852,700,115,66,183604,651,10564,114,209,1469,1430,43,1949,17,216095989,725,119,68,190097,674,10938,118,216,1521,1480,44,2018,18,223738409,98,56,156095,553,8981,97,178,1249,1216,36,1657,14,183719238,9,25774,91,1483,16,29,206,200,6,273,2,30336262,14854,52,854,9,16,118,115,3,157,1,17483445,145220,2354938,25589,46700,327544,318838,9596,434508,3921,NA,8356,90,165,1162,1131,34,1541,13,170919127,1472,2687,18847,18346,552,25002,225,NA,29,204,199,6,271,2,30117908,373,363,10,495,4,54965182,2551,76,3477,31,385509222,74,3385,30,375261604,101,0,11294215,41,511402077,4615569,"Laos","LAO",219060,0,1,0,0,0,0
8,31,43,19,14,25063,0,350,4,25,51,48,5,75,0,1850654,259,365,164,117,208781,5,2915,40,213,424,406,46,627,7,15415947,1370,616,441,782292,21,10926,153,799,1591,1521,173,2349,27,57762612,867,620,1100302,30,15367,215,1123,2238,2140,244,3305,38,81243710,279,495111,13,6915,96,505,1007,963,110,1487,17,36557819,354302,9,4948,69,361,720,689,78,1064,12,26160844,17544,8773849,123063,641634,1278256,1221937,139605,1887056,21705,NA,245,3,17,35,34,3,52,0,1295457,1718,8961,17853,17066,1949,26356,303,647839939,125,250,239,27,369,4,9086711,1305,1248,142,1927,22,47376742,2486,284,3839,44,94383354,271,3670,42,90224934,419,4,10308142,65,139335739,1602666,"Latvia","LVA",977765,0,0,1,0,0,0
8,594,31,8,5,13367,2,266,12,26,40,48,2,78,0,5489744,4952,259,70,45,111351,20,2220,105,224,339,406,24,657,6,45729567,18490,5062,3228,7947832,1486,158504,7556,15993,24198,28986,1724,46928,442,NA,264,168,415731,77,8290,395,836,1265,1516,90,2454,23,170731038,46,113811,21,2269,108,229,346,415,24,672,6,46739680,72585,13,1447,69,146,221,264,15,428,4,29809309,33418,3563672,169901,359587,544059,651708,38765,1055101,9945,NA,666,31,67,101,121,7,197,1,13724360,3388,7171,10850,12997,773,21042,198,1463516342,341,517,619,36,1003,9,69774646,1094,1311,78,2123,20,147674113,1984,118,3212,30,223432580,141,3848,36,267641489,228,2,15920257,58,433305493,4084369,"Lebanon","LBN",1239904,0,1,0,0,0,0
62,73,22,4,2,2851,59,405,3,0,53,2,2,54,0,2305826,4563,1377,279,164,176885,3697,25134,244,24,3343,131,142,3370,32,143053445,1633,331,194,209736,4384,29801,289,29,3964,155,169,3996,38,169621172,100,58,63295,1323,8993,87,8,1196,46,51,1206,11,51189337,11,12847,268,1825,17,1,242,9,10,244,2,10390051,7547,157,1072,10,1,142,5,6,143,1,6103521,169928,1155076,11233,1140,153677,6035,6557,154903,1502,NA,24145,234,23,3212,126,137,3238,31,137427229,1596,162,21836,857,931,22010,213,934150064,1,212,8,9,214,2,9084954,21,0,0,21,0,922330,114,123,2928,28,124284021,4,115,1,4881433,124,1,5303399,28,125275526,1215170,"Lesotho","LSO",36138,1,0,0,0,0,0
74,49,19,3,1,752,38,272,2,1,18,1,0,64,0,5302690,3638,1422,226,130,55759,2859,20184,179,111,1340,87,59,4747,35,392770248,943,150,86,36982,1896,13387,118,73,889,58,39,3149,23,260505251,58,33,14453,741,5232,46,28,347,22,15,1230,9,101811648,5,2301,118,833,7,4,55,3,2,195,1,16210323,1321,67,478,4,2,31,2,1,112,0,9311523,29057,205141,1821,1129,13625,894,602,48253,361,NA,10518,93,57,698,45,30,2474,18,204683834,659,408,4932,323,218,17467,130,1445030749,3,43,2,1,155,1,12832509,27,1,1,96,0,7954035,21,14,1160,8,95978689,0,76,0,6299595,51,0,4242152,30,339902428,2545291,"Liberia","LBR",8090,1,0,0,0,0,0
90,3,29,4,2,17881,2,341,10,6,32,48,3,72,0,6812344,328,2631,401,255,1622568,226,31020,946,567,2926,4423,335,6615,65,618152094,105,16,10,64784,9,1238,37,22,116,176,13,264,2,24681122,128,81,518563,72,9913,302,181,935,1413,107,2114,20,197557976,12,79107,11,1512,46,27,142,215,16,322,3,30137809,50354,7,962,29,17,90,137,10,205,2,19183560,44703,6113008,186504,111759,576678,871777,66161,1303740,12946,NA,854,26,15,80,121,9,182,1,17030860,3565,2136,11025,16666,1264,24925,247,NA,65,336,508,38,760,7,71052747,201,304,23,455,4,42577150,1572,119,2351,23,219698094,180,3554,35,332122207,269,2,25205672,52,496688001,4932137,"Libya","LBY",507269,1,0,0,0,0,0
81,45,43,19,13,29524,0,342,3,21,38,48,6,75,0,2750058,3677,3544,1548,1122,2405637,57,27946,299,1735,3096,3972,534,6186,71,224074725,1963,857,621,1332577,31,15480,165,961,1715,2200,296,3427,39,124123867,826,599,1284305,30,14920,159,926,1653,2120,285,3302,38,119627523,261,561020,13,6517,69,404,722,926,124,1442,16,52256602,406785,9,4725,50,293,523,671,90,1046,12,37890299,20666,10126498,108354,628866,1121922,1439396,193679,2241777,26040,NA,240,2,14,26,34,4,53,0,1925040,1258,7305,13033,16721,2250,26043,302,943239643,78,139,178,24,278,3,10092712,809,1038,139,1617,18,58576235,1852,249,2885,33,104502204,319,3701,43,134073577,498,5,18040380,66,208811903,2425551,"Lithuania","LTU",1369355,0,0,1,0,0,0
0,231,39,14,9,94277,0,128,4,20,26,48,4,82,0,647601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9188,3312,2277,21820352,46,29688,1022,4837,6017,11283,1043,19036,212,149885308,568,390,3742835,7,5092,175,829,1032,1935,179,3265,36,25709759,140,1349306,2,1835,63,299,372,697,64,1177,13,9268465,927883,1,1262,43,205,255,479,44,809,9,6373689,18855,12093505,416708,1970409,2451227,4596333,425193,7754362,86358,NA,25,0,4,5,9,0,16,0,129520,566,2680,3335,6253,578,10550,117,83071018,92,114,215,19,363,4,2862396,543,1018,94,1719,19,13534860,1267,117,2138,23,16837626,219,4009,44,31572491,370,4,2920680,75,53265182,593202,"Luxembourg","LUX",393542,0,0,1,0,0,0
82,43,19,2,1,1416,77,405,3,6,32,50,0,67,0,29611718,3622,1615,241,138,116728,6395,33457,324,515,2657,4165,16,5524,43,NA,861,128,74,62253,3410,17843,173,274,1417,2221,8,2946,23,1301464617,57,33,27762,1520,7957,77,122,632,990,3,1313,10,580389672,4,4148,227,1189,11,18,94,148,0,196,1,86732722,2388,130,684,6,10,54,85,0,113,0,49925356,109915,575066,5580,8852,45680,71586,283,94958,747,NA,31505,305,484,2502,3921,15,5202,40,NA,1599,2537,13093,20518,81,27217,214,NA,24,127,199,0,264,2,116670168,201,315,1,419,3,185073237,1629,6,2162,17,954977905,10,3388,26,1496576227,13,0,5922343,35,1985169574,15634987,"Madagascar","MDG",68567,1,0,0,0,0,0
56,197,18,2,1,1095,71,227,3,4,24,8,1,64,0,20405318,11155,1022,168,100,61847,4032,12840,222,248,1395,491,73,3629,27,1152492360,3575,588,352,216291,14102,44905,778,869,4878,1719,256,12692,95,NA,53,32,19820,1292,4115,71,79,447,157,23,1163,8,369336255,5,3262,212,677,11,13,73,25,3,191,1,60787442,1952,127,405,7,7,44,15,2,114,0,36382681,78185,248956,4314,4818,27047,9531,1423,70367,528,NA,16232,281,314,1763,621,92,4588,34,1456939705,895,1000,5615,1978,295,14609,109,NA,17,97,34,5,253,1,80396952,108,38,5,282,2,89783399,214,32,1587,11,504011354,11,559,4,177607887,83,0,26526913,31,1311245734,9855768,"Malawi","MWI",89168,1,0,0,0,0,0
11,96,29,6,3,26808,0,260,16,1,42,48,1,76,0,33938216,1069,332,69,37,297838,1,2899,185,11,471,541,21,846,8,377053579,2877,605,327,2580393,9,25116,1611,96,4081,4692,182,7330,77,NA,188,101,801564,2,7802,500,29,1267,1457,56,2277,24,1014752658,21,168703,0,1642,105,6,266,306,11,479,5,213573193,91335,0,889,57,3,144,166,6,259,2,115627501,2680,6995375,448768,26808,1136666,1306978,50935,2041709,21714,NA,26,1,0,4,4,0,7,0,3393821,4368,260,11063,12721,495,19873,211,NA,16,709,816,31,1274,13,568125735,42,48,1,76,0,33938216,2067,80,3229,34,1438980358,92,3713,39,1654589844,144,1,64482610,61,NA,27489954,"Malaysia","MYS",5309410,0,1,0,0,0,0
19,1454,30,4,2,15183,2,164,9,2,55,95,2,78,0,523798,28274,594,80,55,295169,48,3205,178,40,1069,1862,44,1534,14,10182633,44505,5992,4181,22083552,3636,239843,13366,3054,79993,139339,3345,114783,1076,761829096,126,87,464618,76,5046,281,64,1683,2931,70,2414,22,16028218,11,62556,10,679,37,8,226,394,9,325,3,2158047,43652,7,474,26,6,158,275,6,226,2,1505919,37959,2503854,139537,31885,835098,1454635,34922,1198290,11235,NA,412,22,5,137,239,5,197,1,1309495,1515,346,9069,15798,379,13014,122,86376909,19,505,880,21,725,6,4813703,115,201,4,165,1,1099975,5269,126,4340,40,28808890,220,7560,70,50181419,181,1,1204735,58,41338138,387610,"Maldives","MDV",186694,0,1,0,0,0,0
78,15,16,2,1,2014,2,268,2,1,23,52,0,59,0,22593598,1195,1290,198,116,158525,196,21093,190,125,1810,4110,7,4667,34,1778116162,249,38,22,30609,37,4072,36,24,349,793,1,901,6,343332315,41,24,33034,41,4395,39,26,377,856,1,972,7,370535007,3,5074,6,675,6,4,57,131,0,149,1,56913273,2993,3,398,3,2,34,77,0,88,0,33574086,5035,539882,4874,3222,46329,105211,201,119468,874,NA,670,6,4,57,130,0,148,1,56483995,648,428,6164,13999,26,15896,116,NA,3,55,126,0,143,1,54676507,36,83,0,94,0,36149756,1201,2,1364,9,519652754,5,3097,22,1180108810,5,0,2259359,25,1340026297,9805621,"Mali","MLI",33166,1,0,0,0,0,0
11,1454,42,19,11,36513,0,168,8,20,30,48,4,82,0,533293,16154,471,215,125,405663,2,1874,98,232,335,541,49,916,9,5924885,61651,28246,16465,53091722,290,245312,12839,30389,43911,70888,6521,120001,1301,775427753,823,480,1548164,8,7153,374,886,1280,2067,190,3499,37,22611623,219,709307,3,3277,171,406,586,947,87,1603,17,10359749,413476,2,1910,99,236,341,552,50,934,10,6039009,7302,6160199,322412,763128,1102702,1780134,163762,3013444,32679,NA,33,1,4,6,9,0,16,0,106658,1489,3526,5095,8225,756,13923,150,89972395,184,266,430,39,728,7,4708977,631,1018,93,1724,18,11145823,1472,135,2492,27,16105448,218,4023,43,25999633,370,4,2391819,73,44012671,477297,"Malta","MLT",122796,0,0,1,0,0,0
16,4,20,3,1,3597,6,232,2,6,32,15,2,64,0,4736146,71,338,52,29,59972,100,3873,40,104,537,265,38,1082,9,78951553,87,13,7,15430,25,996,10,26,138,68,9,278,2,20313330,63,36,73031,121,4716,49,126,654,323,46,1317,11,96143763,5,11289,18,729,7,19,101,50,7,203,1,14862026,6446,10,416,4,11,57,28,4,116,0,8487173,21585,835899,8706,22485,116023,57382,8274,233558,1964,NA,1394,14,37,193,95,13,389,3,28416876,562,1452,7493,3705,534,15083,126,1100429314,15,78,38,5,157,1,11461473,201,99,14,405,3,29600912,514,74,2093,17,152740708,36,1035,8,75541528,149,1,10893135,35,307470598,2585935,"Mauritania","MRT",63872,1,0,0,0,0,0
50,622,37,10,5,20292,0,224,22,3,40,48,3,74,0,1299478,31148,1870,547,294,1014637,25,11232,1101,160,2035,2437,170,3749,40,64973900,23298,6818,3665,12641609,311,139944,13717,1993,25354,30371,2118,46715,500,809525413,409,220,758948,18,8401,823,119,1522,1823,127,2804,30,48600477,64,222104,5,2458,241,35,445,533,37,820,8,14222786,119402,2,1321,129,18,239,286,20,441,4,7646128,10146,4558643,446846,64936,825914,989332,68995,1521752,16315,NA,112,11,1,20,24,1,37,0,649739,4946,718,9143,10952,763,16846,180,291919935,70,896,1073,74,1651,17,28614505,130,156,10,239,2,4158329,1984,138,3052,32,52888754,165,3655,39,63353450,254,2,4418225,60,97447855,1044780,"Mauritius","MUS",328167,1,0,0,0,0,0
0,66,29,6,4,17336,2,152,13,6,21,87,1,75,0,127504120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,455,287,1151904,166,10151,867,458,1421,5836,91,4986,51,NA,200,126,507958,73,4476,382,202,627,2573,40,2198,22,NA,29,118876,17,1047,89,47,146,602,9,514,5,874295750,74910,10,660,56,29,92,379,5,324,3,550945302,43341,2648717,226414,119621,371000,1522956,23924,1301101,13505,NA,381,32,17,53,219,3,187,1,318760300,1995,1054,3269,13421,210,11466,119,NA,90,279,1147,18,980,10,1665203807,147,606,9,517,5,879778428,1879,29,1606,16,NA,121,6592,68,NA,103,1,175955685,58,NA,99325709,"Mexico","MEX",7619458,0,0,0,1,0,0
11,123,37,10,6,5189,0,408,5,5,44,86,5,71,0,3272993,1373,417,120,77,57660,2,4538,63,65,495,966,64,798,8,36362952,4649,1343,860,641765,24,50513,707,729,5515,10755,717,8890,92,404721949,408,261,195142,7,15359,215,221,1676,3270,218,2703,28,123064536,75,56383,2,4437,62,64,484,944,63,781,8,35557795,36096,1,2841,39,41,310,604,40,500,5,22763666,1037,2120113,29686,30620,231472,451418,30101,373158,3892,NA,81,1,1,8,17,1,14,0,654598,2336,2410,18219,35531,2369,29371,306,1337024186,33,255,497,33,411,4,18721519,263,513,34,424,4,19310658,3879,258,3206,33,145975487,504,6253,65,284681658,417,4,18983359,53,235328196,2454744,"Moldova","MDA",637520,0,0,1,0,0,0
68,1,28,4,2,11840,0,460,4,5,46,71,7,69,0,3398373,134,1946,274,164,805887,34,31310,328,374,3164,4844,476,4755,50,231293266,56,7,4,23444,0,910,9,10,92,140,13,138,1,6728778,115,69,338648,14,13157,137,157,1329,2035,200,1998,21,97193467,9,47730,2,1854,19,22,187,286,28,281,2,13698841,28666,1,1113,11,13,112,172,16,169,1,8227461,5920,5447298,57072,65124,550599,842831,82885,827319,8726,NA,230,2,2,23,35,3,34,0,1699186,2217,2530,21391,32745,3220,32143,339,1563397710,26,224,343,33,336,3,16380157,255,391,38,384,4,18691051,3309,325,3248,34,158024344,498,4973,52,241896190,489,5,23788611,51,237444321,2504600,"Mongolia","MNG",1011489,0,1,0,0,0,0
19,46,39,14,9,16409,1,387,10,44,47,48,3,76,0,627082,899,760,286,182,318996,19,7529,195,855,931,947,75,1494,16,12190474,1809,683,434,759421,46,17924,466,2036,2216,2256,178,3558,38,29021354,577,367,641603,39,15143,394,1720,1872,1906,150,3006,32,24518906,138,242233,14,5717,148,649,707,719,56,1134,12,9256984,154165,9,3638,94,413,450,458,36,722,7,5891435,16409,6355399,165405,722008,786004,800002,63356,1261546,13603,NA,387,10,44,47,48,3,76,0,627082,3904,17041,18551,18882,1495,29776,321,242871994,443,482,491,38,774,8,6320986,2107,2145,169,3382,36,27591608,2335,184,3682,39,30037227,188,3748,40,30572128,296,3,2421163,63,48210064,519850,"Montenegro","MNE",251280,0,0,1,0,0,0
5,80,29,6,4,7485,1,419,7,0,47,48,1,76,0,37457976,445,164,37,23,41616,5,2330,39,4,261,271,6,426,3,208266346,2370,542,337,599399,80,33565,571,64,3771,3904,88,6140,54,NA,200,124,221556,29,12406,211,23,1394,1443,32,2269,20,1108756089,28,50666,6,2837,48,5,318,330,7,519,4,253553039,31504,4,1764,30,3,198,205,4,322,2,157660620,7485,3137313,53442,5988,352544,364916,8233,573950,5134,NA,419,7,0,47,48,1,76,0,37457976,2992,335,19741,20434,461,32140,287,NA,5,336,348,7,547,4,267449948,37,39,0,61,0,29966380,2296,51,3611,32,1764270669,53,3738,33,1826188703,84,0,41203773,52,NA,25696171,"Morocco","MAR",1279115,1,0,0,0,0,0
47,37,17,3,1,1136,62,329,3,5,29,12,0,60,0,32969520,1781,835,149,88,53646,2970,15579,155,240,1374,577,33,2873,21,1556820734,667,119,70,42862,2373,12448,124,192,1097,461,26,2295,17,1243874050,55,33,20109,1113,5839,58,90,515,216,12,1077,8,583560504,5,3587,198,1041,10,16,91,38,2,192,1,104117744,2124,117,616,6,9,54,22,1,113,0,61653002,71460,374848,3749,5794,33060,13891,795,69131,518,NA,20753,207,320,1830,769,44,3827,28,2073782808,1088,1682,9601,4034,230,20076,150,NA,16,96,40,2,200,1,108799416,148,62,3,310,2,168144552,355,20,1770,13,959413032,8,744,5,403118321,42,0,23078664,27,2006195292,15034101,"Mozambique","MOZ",233843,1,0,0,0,0,0
54,81,29,5,3,5591,6,202,4,6,35,79,0,67,0,54179312,4464,1589,313,170,305468,349,11040,251,344,1922,4331,49,3667,31,NA,2378,468,254,456950,523,16516,376,514,2876,6479,73,5485,47,NA,166,90,162715,186,5881,134,183,1024,2307,26,1953,16,1576617979,17,32051,36,1158,26,36,201,454,5,384,3,310555816,17445,19,630,14,19,109,247,2,209,1,169039453,35786,1130084,25777,35227,196824,443340,5032,375363,3259,NA,1293,29,40,225,507,5,429,3,346747596,931,1273,7114,16024,181,13567,117,NA,29,162,365,4,309,2,249766628,221,499,5,422,3,341329665,2790,31,2362,20,1907111782,71,5322,46,NA,60,0,48761380,39,NA,31586538,"Myanmar","MMR",642885,0,1,0,0,0,0
8,3,22,3,2,9541,13,243,3,9,34,44,2,63,0,2567024,25,183,29,17,79483,111,2030,32,80,284,371,19,530,5,21383309,67,10,6,29369,41,750,12,29,105,137,7,196,1,7901299,78,45,209919,294,5363,86,213,752,981,50,1401,14,56474528,7,33892,47,866,13,34,121,158,8,226,2,9118069,19894,27,508,8,20,71,92,4,132,1,5352245,127860,2326397,37594,92555,326329,425564,21946,607908,6164,NA,3267,52,129,458,597,30,853,8,34398121,960,2364,8338,10873,560,15533,157,625868688,38,134,175,9,251,2,10114074,331,432,22,617,6,24900132,1525,78,2178,22,87792220,102,2841,28,114489270,146,1,5904155,41,163545099,1658297,"Namibia","NAM",172533,1,0,0,0,0,0
8,204,25,5,3,2442,15,260,7,9,37,47,0,70,0,30547586,1702,208,48,26,20348,124,2172,60,79,314,398,2,589,5,254461391,5110,1187,656,499382,3066,53314,1484,1942,7727,9768,61,14469,123,NA,145,80,61070,375,6519,181,237,944,1194,7,1769,15,763689650,18,14190,87,1514,42,55,219,277,1,411,3,177450927,7846,48,837,23,30,121,153,0,227,1,98118846,36642,637075,17734,23206,92337,116722,732,172901,1470,NA,3911,108,142,567,716,4,1061,9,458213790,1893,2477,9858,12461,78,18459,156,NA,68,274,346,2,513,4,221775474,359,453,2,672,5,290202067,1806,11,2675,22,1154698750,14,3382,28,1459624754,21,0,9164275,42,NA,18389646,"Nepal","NPL",1003450,0,1,0,0,0,0
5,508,43,18,11,48472,2,109,5,24,27,48,3,82,0,17564020,2827,240,104,66,269507,13,608,29,135,151,271,18,457,5,97655951,21969,9549,6042,24650421,1271,55614,2690,12408,13883,24793,1688,41843,480,NA,811,513,2094013,108,4724,228,1054,1179,2106,143,3554,40,758765664,223,910265,46,2053,99,458,512,915,62,1545,17,329834731,575902,29,1299,62,289,324,579,39,977,11,208678121,121181,5301005,256419,1182730,1323300,2363181,160928,3988321,45758,NA,273,13,61,68,121,8,205,2,43910050,578,2668,2985,5331,363,8998,103,1920818791,129,144,257,17,435,4,92913665,666,1189,81,2007,23,428562088,1330,90,2246,25,479497746,161,4011,46,856298667,273,3,58312546,77,1445167565,16580434,"Netherlands","NLD",8640008,0,0,1,0,0,0
19,18,37,15,9,36085,2,128,8,14,17,48,2,82,0,5185289,353,736,297,188,701508,48,2503,157,287,334,947,50,1599,18,100802018,690,278,176,656978,45,2344,147,269,313,887,47,1498,16,94403371,580,368,1367653,94,4881,306,560,651,1847,98,3118,35,196522453,148,552907,38,1973,123,226,263,746,39,1260,14,79448998,350754,24,1251,78,143,167,473,25,799,9,50401009,90214,4647748,291573,534070,620676,1759293,94184,2969504,33595,NA,321,20,37,43,121,6,205,2,12963222,1040,1906,2215,6279,336,10598,119,667849667,119,138,393,21,664,7,41897135,254,721,38,1217,13,76742277,838,44,1415,16,89186970,127,4011,45,252798394,214,2,13533604,76,426697431,4827504,"New Zealand","NZL",2639048,0,0,0,0,1,0
15,51,27,5,3,5321,3,137,11,6,32,48,0,74,0,6948395,813,429,85,55,83759,50,2156,180,98,507,767,14,1172,10,109367737,1410,281,181,274943,165,7079,592,322,1666,2518,46,3848,34,359002724,148,96,145275,87,3740,313,170,880,1330,24,2033,18,189691183,19,28975,17,746,62,34,175,265,4,405,3,37834010,18726,11,482,40,21,113,171,3,262,2,24451402,17028,729122,61036,33259,171616,259436,4789,396341,3512,NA,438,36,20,103,156,2,238,2,22234864,1571,856,4418,6679,123,10204,90,952041289,71,369,559,10,854,7,79698090,201,304,5,465,4,43427468,1572,29,2401,21,224085738,43,3631,32,338755101,67,0,6253555,49,517516459,4585940,"Nicaragua","NIC",16185,0,0,0,1,0,0
52,16,15,2,1,926,44,238,2,0,15,8,0,62,0,26207982,894,796,134,72,48874,2348,12579,127,5,812,473,15,3294,20,1383257289,256,43,23,15700,754,4041,41,1,261,152,5,1058,6,444356334,38,20,13982,671,3598,36,1,232,135,4,942,5,395740528,3,2364,113,608,6,0,39,22,0,159,1,66908978,1276,61,328,3,0,21,12,0,86,0,36114599,41207,220701,2240,92,14260,8313,277,57800,364,NA,10606,107,4,685,399,13,2777,17,1166255199,576,23,3670,2139,71,14877,93,NA,0,37,21,0,151,0,63423316,1,0,0,6,0,2620798,138,4,961,6,403602922,2,560,3,235295262,18,0,7862394,24,1635902236,10325944,"Niger","NER",9518,1,0,0,0,0,0
